,name,content,reconmended,posted
1530,ray024413,"
Product received for free

I didn't like the game in 98 99 and still don't today. The game looks great; is scary as hell; but the point of view is off putting and and kind of jarring. I suck at most games and this is no exception however not being able to save unless at a typewriter means I've done the same thing 3 times in a row. DOUBLE DRAGON all over again. Now the game runs great and looks great i just don't like this type of game. I like more of an open world not where i have to find this to do that to move forward. The style/genre is not for me.",Not Recommended," February 7, 2019"
1531,Roosevelt M Jones,"
Was hopping to get the best RE game of all time, got a good attempt that misses the mark in so many tiny ways. Would really only recomend for fans of the original to get a bit of that nostalga feels and are ok with a game that is more modern game play wise, but isn't as loveable or fun as the original.

Update: I had hoped with the free dlc they might turn me around on my lukewarm feelings on the game... Boy was I sadly disappointed again. All the worst parts magnified through more lazy ♥♥♥ garbage. Now I wouldn't recommend the game at all... It managed to do something no dlc has ever done, made me uninstall an RE game in rage. Good job!!",Not Recommended," January 30, 2019"
1532,FlyLeaf,"
edit: i made a fix for it in here until they find a fix
[Fix] brightness bug in Directx 12 
A Guide for Resident Evil 2
By: FlyLeaf
a quick fix for the brightness bug


edit: ok i think i did know what is this fatal error commin from it was Directx 11 and the brightness bug is from Directx 12 so i guess i am between this and that.
a picture of what i face
this bug is killing me!! 
A Screenshot of Resident Evil 2
By: FlyLeaf


just FYI idc if anyone said you only played 1.6 hours or a rage kid said anything.

the only dislike to this game is the brightness some area's are SO bright while others are SO dark which i can't see anything and trust me when i say i put the brightness to it's maximum and still some area's i can't see ♥♥♥♥ and i played the game on 2 screens yet still the same thing.
the other dislike which is am sure will be fixed soon is the fatal error which crash your game and for me i had to restart my computer all over again (i actully fixed it by using borderless windows and directx 12).

can't wait to see some fixes soon!",Not Recommended," January 25, 2019"
1533,𝗪𝗮𝗹𝘁𝘆⋅,"
Terrible, it won't even load on my pc and crashes at the black screen, I have done all the methods that are said to fix the issue but still does not load. So for that how can I give it a good review...",Not Recommended," July 9, 2019"
1534,JamesGanko,"
trash",Not Recommended, April 11
1535,Bødryj,"
not worth buying if you use windows 8.1!

minor bugs:
Leon (A) - police station hall: look at the laptop and instead of the video you'll see a black screen. (game over! needs to full restart game)
Claire (A) - the first time you see Birkin, you'll get a black screen when you watch the cut-scene! (better skip it next times).
Claire (A) - when unlock the door (heart key) you'll get a black screen plus mouse pointer artifacts! (full restart)
and a couple of places where you can get a bug. these errors in the game will not let you pass the game normally, without saving and restart. whenever you get a bug you need to restart the game completely!
you'll never get S+ rank with such bugs and it's sad!

examples:
bugs 
A Screenshot of Resident Evil 2
By: Bødryj

bug when unlock the ""Heart"" door ",Not Recommended," February 4, 2019"
1536,.•`♡.pheebeeayy.♥*･ﾟ,"
no classic zapping system

the story is rushed, incohesive, disjointed",Not Recommended," April 21, 2019"
1537,Abhorred,"
I didn't like how many shots it takes to kill zombies, kinda unrealistic.",Not Recommended, June 8
1538,Zombie,"
In development for the better part of 4 years, a reimagining of one of the best RE games ever made. So it's a great game, right?

Well, I have no idea. I've spent the better part of 4 hours over the last 2 days trying to troubleshoot their engine's stuttering because they didn't optimize something. With an i5 + rx 580 I can easily get 100+ fps... the problem is it will intermittently drop frames for no discernible reason. Turning down gfx settings gives even better performance (almost 200 fps), but the stuttering is still there. Moving the game to an SSD does nothing. Frame limiting in both the game and through rivatuner do nothing. Updating/rolling back gfx drivers does nothing. Running hardware monitoring shows none of the hardware are behaving unexpectedly. The stuttering isn't even occurring under heavy load, which would make some sense. It regularly occurs when running around in the police station lobby (which is already fully loaded).

Issue is completely reproducible and a bunch of people seem to have it at present, with no obvious connection between hardware/os/drivers. If they patch the stuttering bug I'll update the review. Until then I'd recommend only picking this up through steam so you can get a refund if you get the stuttering bug.

edit: patched some time last week with zero patch notes... stuttering hasn't changed... people are speculating that the system requirements are a lie and the game requires a minimum of 6 threads to prevent stuttering...

it's also worth noting that the A/B scenarios are super ♥♥♥♥ing lazy and a huge step back from the original... no idea why they ignored how the original game was structured when it was infinitely better",Not Recommended," January 27, 2019"
1539,DoritoFro,"
i5
980ti - latest drivers
Game stutters up to 3 seconds at a time. Demo ran like butter. Assuming some sort of copy protection scheme has crippled the game for me. Sad because aside from the stuttering it's running at a smooth fps.",Not Recommended," February 2, 2019"
1540,bunnybuster2,"
""This save data is not compatible and cannot be used"".

lost all my progress. not starting again.",Not Recommended," February 7, 2019"
1541,BUMOWA,"
did not meet my expectation. a bit boring running several times through the police station to collect necessary items. and at the end I ran out of ammo with no refills...;-(",Not Recommended," December 11, 2019"
1542,Nokay,"
Infinite ammo DLC? nah, I cannot agree with that",Not Recommended," June 24, 2019"
1543,ItsLitPham,"
I was ecstatic about this remake, until I played it..",Not Recommended," January 26, 2019"
1544,Britney Spears,"
The trailer was a hard spoiler, so i didn't play it at all. Need to forget this ♥♥♥♥ first, then i'll play...",Not Recommended," January 30, 2019"
1545,scottiscittles,"
Had to restart the game three times due to a bug causing an item not to load. So I don’t recommend it. One of the most infuriating gaming experiences I’ve ever had. There’s also no mention of this happening anywhere on the internet so it’s like the game specifically wanted to make ME hate it.

And it succeeded. Because I do.

0/10.",Not Recommended, February 15
1546,FusionJay,"
I've played the original PSX resident evil 2 several times and I got to say I'm very disappointed.

Reason:
- The game mechanic feels clunky and slow
- Pretty short compare to the original
- No jump scare, or intense music to frighten me
- insufficient Ammunition
- Annoying chase activity with MR.X (was fun for awhile but soon became one of those stupid things that wasted so much time for nothing.)
- Puzzle's in this modern age of gaming seems out of place.
- Boss battles felt bad and dull

I really thought this was going to be a great game and I had no issue with them changing the story and design a bit but seriously this felt mediocre. The original was a mixture of a shooter and survival horror which kept me engaged, the least thing they could of done was at least give me plenty of ammunition but make it almost impossible to kill the zombie or bio-weapons. Anyone who've played the original and thinks this remake is a masterpiece is full of shiit.

If you never played the original PSX version I recommend you skip this and play that or play the Wii rail-shooter Dark chronicles which is a better representation of RE-2 then this garbage.",Not Recommended," May 17, 2019"
1547,Smudge,"
FIX YOUR DAMN GAME! WHEN IT RELEASED IT WAS RUNNING 120FPS AND WITH A 110FPS DIP AT MAX SETTINGS BUT NOW AFTER A FEW ♥♥♥♥ING UPDATE TO BE SPECIFIC THE 4TH ♥♥♥♥KING SURVIVOR ALL WENT DEEPLY ♥♥♥♥♥! DIPS LIKE 20FPS WE WANT A DAMN FIX!! IT WAS SO GOOD AT LAUNCH AND DEMO WAS A HELL YEAH TRIAL DEFINITELY A BUY BUT NOW! NEVER ♥♥♥♥KING MIND MY REASON OF BUYING WAS GONE REGRETS CAME ALONG WITH IT",Not Recommended," April 8, 2019"
1548,KingForKings,"
Worst game since Fallout 4 - just triggering YOU (bad English incoming)

I love Silent Hill games especially 1-3. I played these on the hardest difficulty and sometimes I had no ammo. I love RE 2 and I like the being alone in a mansion and having no contact to the outside in RE 1.

I dont mind hard games. Stalker with Mods is awesome. RTCW can be hard and finished it. Manhunt is basic too.
I dont know why I dont have ammo when games managed the difficulty much better like even SH 1 or System Shock. I just cant get satisfying gun play compared to SH and System Shock 2 were I need to use ammo sparely but I dont feel like they tried to be oldschool by forcing softair weapons on you and a Tyrant / Mr X that doesnt even give sh**t when in a short K.O. state. The later parts give you even more useless bullet-sponges. Running around is also not a thing because they grab you and backtracking for the forces you to choose a decission '' do u kill it or take damage ''. Its no RE1 where the hitboxes are just 20% too big and got reduced in RE2 but I got used to.

I think Fatal Frame aka Project Zero did a great job in choosing a good amount of different photo films and healing so that by backtracking and exploring additional ghosts would haunt you.
I get the feeling RE2 tried to be something between being Old-School, Last of Us, Uncharted and being new so that they forgot about being more basic. A great example is the difference between Max Payne 1 and 2 vs MP 3 where you cant even play 5 minutes until you lose control over your character and cant skill the cutscenes. In Metro 2033 everything was balanced around the enemies until they did the Redux. After that the on the rail levels got much harder and that#s my final conclusion:

. Seeing all these great Zombie encounters with BB-Guns that were not a problem in RE 1 Remake makes me sad because I never struggled in RE1 / 2 / 4 and Silent Hill games but THIS is the first modern game where the fact you could hard lock your save ( having no resources to move on ) and restart the game -> it grinds my gears that this even possible.

8.5/10 because it isnt satisfying and ammo is so scarse so that I had to do the first boss twice and the chasing is so forced compared to clocktower. They just need to be more basic and I could not feel a scary mood.",Not Recommended," January 26, 2019"
1549,MawkishTREX~Sondheimite~,"
Resident Evil (or Biohazard in Japan) is one of the game series that I hold dearest to my heart. I played Resi 4, my first Resi game, when I was in primary school. Since then, I got my hands on all resi games I could manage to find, and got my first game console, NGC, just to play 0 and the remake. I got through the entire gun survivor series, including the baffling gun survivor 2 that is basically a rip-off from Code Veronica. Hell, even when I was reconnecting with a dear old friend who I haven't talked with for years, we talked about the days when she could come over and play Resi together.

So knowing that Capcom would make a Resi 2 remake, I was expectedly exhilarated and preordered the deluxe version on both Steam and PS4. While I enjoyed most of the Leon A campaign and was pleasantly surprised by some smart tweaks here and there, my heart sank only an hour into Leon B. It's...SIGH...basically the same game as Leon A sans the beginning. I was physically disgusted when the game showed me the cutscene of meeting William Birkin G1 that is EXACTLY THE SAME as Leon A. The subsequent parking lot sequence only leaves me colder knowing that I'm going to solve the same puzzles and beat the same enemies. So I shut down the game. Don't make me wrong. This game is beautiful and scary, as a Resi game should be. However, I just can't bear to see the AB sequences being butchered by the developers who don't understand what makes the Resi series so good, at least the Mikami era, is the care that went into designing a special experience for the players",Not Recommended," February 8, 2019"
1550,Elliot Rodger,"
Holds up for around 17 hours of cringe-ridden characters and ten minutes of a badass character that isn't able to do anything but speedrun through the map. It's worth around 7 dollars, don't buy unless that's the price.

Otherwise, it looks pretty and is cool in some ways, just don't expect it to last longer than 20 hours, max.",Not Recommended, March 11
1551,✪ Gilly ✪,"
This ♥♥♥♥♥ scary",Not Recommended," March 3, 2019"
1552,Kamaro's Legacy,"
bro like ma ♥♥♥♥♥ really was a ♥♥♥♥in animal bruh, straight beast ma ♥♥♥♥♥",Not Recommended," February 3, 2019"
1553,Mängumees,"
Fix the game!",Not Recommended," February 14, 2019"
1554,Othgar,"
run over here. go back here. run over again. run out of ammo. oh go back there...... I hate this police station. Im so done",Not Recommended," January 30, 2019"
1555,SK33,"
SUPER SLOW... NO AMMO DOESNT KNOW HOW TO MELEE.... BORING. DO NOT BUY THIS GAME!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",Not Recommended," January 28, 2019"
1556,FuerGrissaOstDrauka💠,"
1) Game starting on integrated GPU, ignoring RTX2080. Only disabling int.graphics allowed me to play game.
2) No ray tracing, no DLSS, no modern (nVidias) shading pipeline support. I know, devs never stated they gonna support any of it, but nVidia used their game to promote RTX series. So, disappointment is there.",Not Recommended," January 27, 2019"
1557,Sir Kneighf,"
This game could have been amazing. It has amazing textures and details to everything. It has good scares and atmosphere.
Decent voice acting, and its all nice. Up until you relize that the guns are worthless. A rotting corpse taking 8 handgun bullets or more is just stupid and poor game development. I really liked this game and even though they ruined combat, I'm sill playing the game. But honestly how do you screw up so bad on the combat. So you don't want me to shoot all the zombies only like stun them or run. But I don't get enough ammo to stun so I run. Only problem is that in most situations you want to run there are 2-3 zombies (sometimes more) in a small area. This isnt some open world with lots of room. Its a dark cramp police station ( And the other areas are just as small) but sure I'll juke 3 zombies in a hallway, oh wait I can't. And I dont understand why is it when we get grabbed we can only fight back with a knife or a grenade. Both Leon and Hunk are trained in hand to hand combat and should easily be able to knock a zombie off of them. Ok if they get grabbed from behind or by 2 zombies, its understandable then. But when its just 1 zombie you should be able to knock them down with ease.
Again I really did enjoy this game, but with how bad the combat system is (which is needed for the whole game), I can't recommened this to anyone.",Not Recommended," January 28, 2019"
1558,Pury,"
Totally unplayable, super dark graphics rendering even with brightness at max looks all faded, low contrast and still dark, besides that even on low graphics settings, low fps, fps drops, stutterings, i totally forgot this game is from crapcom!",Not Recommended," January 26, 2019"
1559,WarpathDC,"
Don't get me wrong I love this game, when it works... It freezes constantly! Nothing fixes this. I have Win10 1809 and the latest Nvidia drivers. My specs are i7-7700k @4.5ghz, 2 way 1080ti SLI config, 16gb DDR4 G.skill TridentZ @3200mhz, 1tb Samsung EVO SSD and 8tb 7200 Western Digital HDD. The developer has not addressed this issue affecting many people besides for a vague troubleshooting guide about updating drivers, Direct X etc. That is not the fix, and if I had one I'd rate this positively but I can't recommend the PC version until the freezing issue is resolved.",Not Recommended," January 29, 2019"
1560,Exvalcore,"
Product received for free

The RE2 PC review of game design/play depth.

I was Gifted this game by a Forum User giving copies away so Iets review.

I did however play test & refund it a month earlier, seeing as its back in my Library & unable to re-gift it for Christmas.

The Paid DLC/Deluxe is lackluster & boring, the only upside is the free content dropped if that counts for anything, which it doesn't as the 3 Ghost Survivor Modes reek of no desire to be creative, & I can't help see Ada's & Chris's Missions from the Original missing. The real eyesore however are the Soundtracks & Unlock All for 3& 5$ both which amounts to Lazy Greed, Unlock All should upgrade you to Deluxe/Include with that version, Its a gloried fully completed save file that can be freely added with a Mod on PC, however the option is nice for console but should still be a 5$ Upgrade to Deluxe, Just my Opinion.

Game Design, you would think the Remake would evolve upon the original rather than cheap out only including certain aspects of it, you'll notice quite quickly the lack of inspired enemy variety & design, theres room for improvement due to RE3 so I highly expect the ability for modders to add in Hunters & Giant Spiders backwards into RE2.

I'm certainly not a fan of non-destructible objects or static ones like chairs/tables/doors which MR.X just doesn't break, you clearly interact with a chair to unblock a door but for whatever room don't have the brain power to push a dresser in front of a door like in RE4, & if I recall a licker in the one key room which hop the window does break that table I believe.

Map was designed well enough for the First Run of the game beside lacking the above interactions which many objects could had been used for, I seriously can find a fireaxe or chair to push a zombie with or block doors with shelves :( oh well, however what remains unforgivable is the lazy design choice of Run Swap to the other Character which uses the same keyitems & puzzles like I magically just didn't the first run. Adding Key items just for Leon isn't hard nor is pathing his route to avoid or do the reverse/make use of the puzzles in a different way.

Causing gapping plot holes & odd altered cut-scene encounters or lack of between Claire & Leon its just wrong.

I still way to drop items on the ground like RE0 not in a Box that brings items cheaply to me later ingame what is this easy mode, its the one design from the old games I wanted gone as it was never needed.

Am I the only one Missing the use of Claire's Main Secondary Weapon, AKA Triple Shot Crossbow, Pinning Zombies to the wall would had certainly been useful, sort of like DEAD SPACE HARPOON USEFUL!

So No this is not n Evolution of the Original Game just a simplified lesser port into 3D with fancy graphics or rather just modern, heck RE6 graphics would had been fine for this REmake, not picky about how a game looks just how that make use of the assets.

Worth picking up for 20$ sure, unless you needed something better at the same price, its the last extra you should tack-on when grabbing a few games not something mow down zombies to nab as quickly as possible, same for RE3 20$ MAX.",Not Recommended," December 24, 2019"
1561,__,"
garbage",Not Recommended," January 28, 2019"
1562,Kodiax,"
worst game ever created, the start is boring and unintuitive and the ending is ♥♥♥♥.",Not Recommended," July 11, 2019"
1563,leonyounggod,"
Maybe I had too many expectations on this game. I feel more disappointments when I got this game.
I have to admit It's a good idea to use an entire new engine to remake this classic game, and re-creating 3D assets is definitely needed. But the game is way different. On the other words, it's another game with brand new story. There are a lot terrible things in this game -
First, and also the worst thing in this game is OVER THE SHOULDER control only that is the most annoying setting...I hate this mode BLOODY MUCH! At least Capcom should keep the original camera mode there.
Second, The sotry is worse than original RE2. The orginal has 4 sotry lines for 2 protagonists (Leon and Claire). All 4 storylines are clearly different but clues are responsive to each other perfectly, and also come with different monsters. In this Remake game, there are only 2 storylines. If you play other two, they are pretty much the same. And some plots do not make sense as Leon's story and Claire's do not match each other.
Third, it's still about the story. Why the hell are they changing the story? They should make exactly the same as the original RE2 with the better 3D assects, and releastic physic systems. If they want to make a game with the same engine, just make another game.
Fourth, Some facilities and technologies do not make sense in 1998. For example, the U drive (STARS badge drive), Ada's magnegtic gun, and the arm band are not popular in 1998. And remake of the Umbrella bridge facility They are supposed to appear in 2019.
Fifth, The characters are changed. They have different personalities. For example, the original William Burkin looks cool and have cold voices that is one of my favorite things. Even if he did not survive for long, I like this one in oringinal RE2. The new Burkin look like a kid, not cool at all!
Resident Evil franchise has ended since RE4 released. The game has become the action super sci-fi star war. I miss RE2, RE1, RE3, and Veronica, and all classic camera control games. That is almost like interactive movies that I enjoyed a lot!
这个游戏真心要给差评！
第一，又是一个越肩射击！生化危机自从4代开始已经死了。这本来是一个传统第三人称视角的游戏，玩起来像看交互式电影一样的恐怖揭秘游戏，玩生化危机就像在看恐怖电影，但你还要身临其境。
第二，1998年的科技跟游戏不相符。这个游戏应该是90年代末带上近未来的科幻，所以原版已经做到极致了，例如当时应该都用钥匙卡，哪有什么手环？还有警察局在1998年就开始用定制化外观的U盘了？？？所以这已经是一个动作乱飞的星战射击游戏。
第三，这个剧情改成这样的垃圾了。主角的里关和表关一样，基本上没区别，所以你不需要打4遍。原版的剧情已经非常好了，4个剧情相互照应。所以还不如不改，直接套用原剧情还好多了！
第四，角色更加垃圾了。例如记者Ben，威廉博士等等都改了，个性和造型都改了。原版的威廉博士很酷，声音和造型都很冷酷，阿尔法小队来抢G病毒的时候那段很冷峻，结果新版里头跟奶油小生一样，各种乖萌。还有，我记得原故事里头Ben的戏份比这个多多了，而且死法都有两种，本来是Leon叫他出来他不肯，这里是他自己想出来Leon不让，然后就瞬间被暴君KO。我真是服了。
综合来讲，这个游戏比垃圾强一点。但是真心不推荐玩。生化危机已死！",Not Recommended," January 30, 2019"
1564,novafleet_command,"
Product refunded

not what I expected",Not Recommended," January 28, 2019"
1565,zezba9000,"
Incredibly boring. The puzzles require reading tons of random docs I could care less about... waist of money. Now I know why I never played Resident Evil games.",Not Recommended," January 27, 2019"
1566,Yamico - WTB new good games,"
Bug Fiesta. Weapons don't shoot the way they Aim. Sometimes the same Zombie needs 50 Bullets into the Head when its usually 3",Not Recommended," August 7, 2019"
1567,redsworking,"
I have just bought the game and trying to use my razer leviathin speakers with 5.1 surround sound and no voice sounds are coming through during cut scenes???? Help as this game would not be fun to play with no voice dialogue.",Not Recommended," February 3, 2019"
1568,Rocky Mata Marciano,"
Recommend it only on sale.

The wow moment last only the first run, just when you start the second playthrough you notice all Capcom laziness. Both runs are almost the same except by 4-5 different rooms in the police station 10 minutes with sherry 10 minutes with Ada Wong and the final game boss.

The soundtrack is barely noticeable why? because you can buy the original 1998 soundtrack as 3€ DLC.

Unlockables as a Paid DLC, The original had free cheat codes...

Resident Evil 2 1998 > Remake.",Not Recommended," February 7, 2019"
1569,Wolverine,"
Can't pass through the scene when you have to obtain the keycard for the garage entry gate, as there is a bug that makes the camera see nothing. There is a cinematic scene and things go blank before that. Last time I observed blocking bugs of this severity in games was in the 90's, so this is an 'authentic remake' of the original reminding me to the worst part of the worst part of a 20 year old era.

Avoid, doesn't worth the money.",Not Recommended," February 10, 2019"
1570,DrKurnis,"
If you're looking for Resident Evil 4, prepare to be disappointed.

This is a great RE game, but I was definitely hoping for a little more RE4 to be found inside.

It also feels really short. Giving a thumbs down because while I enjoyed it mostly, I wouldn't recommend it over other RE titles (excluding 5,6,7)",Not Recommended," January 27, 2019"
1571,AlKaseltzer,"
After playing and beating it when it came out and experiencing the nostalgia (it was wonderful) I still feel like the replay value of this game is ""meh"" at best. A $60 price tag is far too steep, in my opinion, for a game that I'll only play through a couple times max in my entire life. The extras are cool but get old fast. I guess I'm over it.

If you grew up playing Resident Evil 2 like I did then you'll appreciate going through Raccoon City Police Department all over again. It is a masterpiece... but it feels like it'll just sit and collect dust in my steam library for eternity at this point. I guess that's why I don't buy games much anymore. -shoulder shrug-

14 hours in and I don't really see the point in playing it anymore.",Not Recommended," April 29, 2019"
1572,Spartan317,"
All I can say it is not true to the original. Yeah the RPD is very accurate to the original and a great visually appealing game, but never have I had an issue with ammo with the original. In the remake it feels like head shots don't make any difference. Knee shots are more effective due to it takes less ammo to slow them down (2-3 shots to the knee) than to kill them (4-6 shots to the head) like what kind of sense does that make? Am I using a damned pellet gun rather than a 9mm I'm told I'm using? There's a fine line between challenging than almost impossible. A lot of other games give you a bit of extra ammo, or a knife/melee attack if you run out of ammo in a boss fight or something as a buffer, but in RE2 remake, its a set amount. When you run out, you're just screwed, you have no melee attacks, you either restart or die. Normal difficultly feels like a harder difficulty, and I don't even want to try a more challenging difficulty when or if I beat it on normal. I really want to love it, it gets my heart rate going like no other game I've played, but to play a game that you cant kill the zombies to beat, I hate it. 2/10 wouldn't recommend,",Not Recommended," January 30, 2019"
1573,law81764,"
don't buy this game till Capcom fix it beware wait for the to be finished not worth $59.99",Not Recommended," January 31, 2019"
1574,Geralt of Rivia,"
i got a weird bug (black and white screen) after i opened the laptop in the police station and i can't even play it.",Not Recommended," January 25, 2019"
1575,Azrielus,"
Not sure what the big deal is. It's awful. Awful mechanics, awful controls.",Not Recommended," February 27, 2019"
1576,mathias-dk,"
Product received for free

how to delete the forgotten games",Not Recommended," May 19, 2019"
1577,DNL497,"
no",Not Recommended, March 29
1578,Shertgun,"
Way too expensive even on sale.
This is a game worth $15. Story was fine but never worth $40 yet alone $60.
If you like me never played a game in the series before and are a casual gamer, this is not worth the money.
Time / money spent it's not a good deal.",Not Recommended," July 8, 2019"
1579,Garret,"
Product refunded

Bar none the worst game I've played in a long time. Easily the worst I'm stuck with in my Steam Library as it drags ♥♥♥ in the first part so you can't return it. Enemies are bullet sponges to the point the game isn't fun. Regular enemies shrug off headshots like they didn't even happen. There are other ways to balance the game without that mess. The first boss was so frustrating I just quit. Not hard, just infuriating, he runs off and isn't on screen long enough for your character to focus his aim which takes nine years. So the fight just drags on and on. I'm sorry, I'm not in the business of telling myself lies about a game just to make myself feel better about a purchase. This is a slap in the face to a classic. I wish people would write more critical game reviews. I don't expect a win handed to me, but when I shoot a minor enemy in the head 8-12 times and it doesn't die the programmers did something horrifically wrong. I would love to write a good review for a change, it seems like game mechanics just get worse as time goes on. This is because people have buyer's remorse. You people buy games and spend so much money on them that you feel that if you're honest it's somehow a bad thing. The reality is I think most of the positive comments are coming from either people blinded by nostalgia or that don't want to admit they got burned. Skip this one, I wish I had.
(Edit: I've pushed forward in this game and the addition of Mr. X and the segment with Sherry makes this feel like one of the many generic indie horror games I despise so much. I thought I was getting Resident Evil, not Tattletail or whatever. Calling this a ""remake"" is deceptive marketing.)",Not Recommended," March 22, 2019"
1580,Androxilogin,"
Another Resident Evil with a third person perspective with a camera that is way too close to see what's going on in front of your character most of the time (think Resident Evil 4). The graphics are... Not as great as everyone was saying they are. I play on a Titan X and I can say they are far from exceptional.

I bought this the day it came out in slight excitement. Resident Evil 2 was my all-time favorite, a lot due to sticking to a story without some guy coming out all of the sudden and following you around that you can't kill in the main scenario. As soon as I started I was looking forward to that initial journey to the police station. Soo many memories as a kid from all the different locations and the struggle it was to get there. Well.. They cut all of that out and you're basically just there. Once arriving you'll quickly find that the main interior has extra ♥♥♥♥. Right here, this I found saddening. How could they just change the layout? It's like changing history! Looking past this, I kept on figuring there is just no way they could ♥♥♥♥ this game up. The paths you take are all arranged differently to the point you're going ""wtf, this room was never in the game.."" or ""why is there a third set of stairs here?"" not to mention a third floor that suddenly exists. The elements of the original release just simply don't exist. It's like hearing the original story from someone who knows nothing about it. Like when you meet that person that wants in on your conversation so they make a bunch of ♥♥♥♥ up that never happened. That's like this game.

As if everything else weren't disappointing enough, here comes this 'Mr. X' character that you can't kill. Simply idiotic. He looks stupid as hell not to mention that he just punches your character in a ridiculous looking fashion and you run. Run run run, go about your business while he chases you walking around the whole time.

It's really a pathetic attempt making something that was once one of the greatest games of all time feel like a generic rip off. I really can't say one good thing about this game. Sure, you can walk through doors without that hesitant animation but you're just walking into disappointment at every turn. Ada Wong has suddenly changed into some hard ♥♥♥ FBI agent. The aiming reticle is annoying as hell (shrinking slowly into a point) and Claire looks absolutely nothing like her original character.

I give this game a 2 out of 10 and at most it should be $30 for a deluxe edition. Just another Capcom failure. Sadly, I have to say that Resident Evil 7 held my interest longer than this piece of crap did. I mean 7 was basically just a rip off of the Evil Dead series along with countless other things with a mold allergin as the cause. Interesting as that could have been, lets put a couple guys made out of ooze and this old redneck guy who can't die in there. Oi, that's a whole different flaw altogether but my point is that it grasped my attention more than this.

I suggest borrowing it from a friend that got cheated out of $60 on some ♥♥♥♥♥♥ console or just watching a playthrough on YouTube. You're not missing much.",Not Recommended," February 13, 2019"
1581,Coffee and Weed,"
Played this back in the day nice to have a remake/updated version to play through again for nostalgia, does feel a little dated in some areas worth buying if on sale and you have not played before",Not Recommended," April 30, 2019"
1582,Nuko,"
Nice game but very short

Would recommend waiting till its on offer",Not Recommended," February 21, 2019"
1583,Achilles,"
worst game ever made dose not run on a rtx titan refund",Not Recommended," December 17, 2019"
1584,G_Moneh,"
Mr. X",Not Recommended," June 2, 2019"
1585,Dr. rer. nat. Saul,"
Complete snoozefest. A boring zombie game. Refunded!",Not Recommended," June 29, 2019"
1586,crispy,"
scaryy",Not Recommended," May 27, 2019"
1587,Pin Head,"
People who love the original RE survival games [like me] do not buy this game.
Game was made for speed running.
A and B sides are pretty much the same.
Zombies are bullet sponges.
The extra modes are just hunk modes.
Over all Capcom screwed up a great chance. They should have done it like RE1 remake.",Not Recommended," April 19, 2019"
1588,Persinian,"
Product received for free

I got this ""game"" from the amd giveaway, I'm glad it was free. This ""game"" is definitely not my kind of game. If I wanted to watch a movie, I would watch a movie. If I want to play a game, I play a game. I don't particularly care for interactive movies. So far about an hour is all I can stand, the only thing that keeps me trying are the steam cards. Once I get those I'll probably purge this game from my list.",Not Recommended," November 17, 2019"
1589,Gods_Plan,"
Good game, but until they fix it where a head shot doesn't kill the monster(you need at least 3 to 5 head shots) this is trash. Not worth 60 bucks, but worth it if on sale. RE4 had better, smoother controls on game cube. Pathetic to lose progress 10 years later. Replayability is a joke, RE4(10 year ago) had replayability). It's just r eta rde d. Anyway I didn't pay retail, you shouldn't either...So , wait for sale.",Not Recommended," January 26, 2019"
